vOTU_ID	VIBRANT_quality	CheckV_completeness	contig_length	gene_count	predicted_temperate	ViralOrder	ViralFamily	ViralGenus	HostPhylum	HostClass	HostOrder	HostFamily	HostGenus	HostSpecies	number_of_soil_types_where_detected	detected_in_dry_soils	detected_in_wet_soils
WUA_VD26_contig_17415	circular	100	46844	63	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD26_contig_1912	high	100	43471	52	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	Unclassified	1	FALSE	TRUE
WUA_VD26_contig_27607	high	100	42558	68	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD26_contig_2800	high	100	43191	63	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VD26_contig_3069	high	90.16	39573	50	TRUE	Caudovirales	Podoviridae	Bpp1virus	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Janthinobacterium	Janthinobacterium sp000344615	1	FALSE	TRUE
WUA_VD26_contig_42384	high	100	57665	93	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD26_contig_63089	high	68.99	41618	79	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD26_contig_65266	high	78.31	36447	50	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VD26_contig_94779	high	90.51	87913	116	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	FALSE	TRUE
WUA_VD27_contig_103353	high	88.83	34119	52	TRUE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	Unclassified	2	FALSE	TRUE
WUA_VD27_contig_105837	circular	100	44691	75	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD27_contig_109507	high	100	40254	62	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD27_contig_111197	circular	100	38863	68	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Unclassified	1	FALSE	TRUE
WUA_VD27_contig_14743	high	57.59	25248	34	FALSE	Caudovirales	Podoviridae	Bpp1virus	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Janthinobacterium	Janthinobacterium sp000344615	1	FALSE	TRUE
WUA_VD27_contig_21779	high	90.04	117878	200	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Unclassified	1	FALSE	TRUE
WUA_VD27_contig_5319	high	29.53	36768	49	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	1	FALSE	TRUE
WUA_VD27_contig_60226	circular	100	61656	93	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD27_contig_89219	high	89.83	44882	75	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD27_contig_90921	high	36.78	15215	18	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VD27_contig_96102	circular	100	45562	66	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD27_contig_96118	high	96.98	45435	83	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD27_contig_98621	high	94	41747	58	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD28_contig_104298	high	27.21	21138	32	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD28_contig_25926	high	100	47048	80	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unclassified	1	FALSE	TRUE
WUA_VD28_contig_29943	high	65.66	42933	54	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VD28_contig_34631	circular	100	46416	73	FALSE	Caudovirales	Podoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD28_contig_35159	circular	97.72	48866	70	FALSE	Caudovirales	Myoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD28_contig_41087	high	100	81798	136	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD28_contig_43445	high	36.66	30012	36	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD28_contig_44263	circular	100	66848	101	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD28_contig_4457	high	97.68	42159	65	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	TRUE	TRUE
WUA_VD28_contig_81420	high	84.83	40865	51	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VD29_contig_34618	high	51.3	32731	34	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD30_contig_110532	high	92.85	40261	49	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD30_contig_123356	high	96.85	36146	49	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD30_contig_15243	high	100	57549	78	FALSE	Caudovirales	Siphoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD30_contig_15730	high	66.39	27715	31	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VD30_contig_1579	high	94.18	33354	44	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD30_contig_18864	high	100	45518	57	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VD30_contig_34224	circular	49.5	41232	65	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD30_contig_42860	high	93.11	48504	77	FALSE	Caudovirales	Unclassified	L5virus	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	2	FALSE	TRUE
WUA_VD30_contig_58660	high	64.8	46789	71	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD30_contig_65216	high	99.59	51597	84	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_102475	high	100	62662	90	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_107388	circular	100	44563	57	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_114029	high	100	58363	97	TRUE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_114788	high	95.71	45312	48	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_116480	high	100	60193	90	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_116531	circular	100	54282	74	FALSE	Caudovirales	Myoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_13536	high	100	60438	92	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_3144	circular	78.75	47711	78	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pantoea	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_48787	high	60.98	82848	110	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_54113	high	68.93	46216	56	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Acidovorax	Acidovorax sp002176815	1	FALSE	TRUE
WUA_VD31_contig_59753	high	55.8	66035	112	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_66809	high	100	64353	88	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	Phycicoccus	Phycicoccus jejuensis	1	FALSE	TRUE
WUA_VD31_contig_6918	high	46.34	73530	95	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VD31_contig_70732	high	100	42701	63	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_72871	circular	100	45151	54	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_7696	high	100	41117	66	FALSE	Unclassified	Unclassified	Unclassified	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_80032	high	100	42866	46	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_811	high	100	58550	85	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_88458	high	81.11	61379	107	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_89139	high	100	57675	68	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD31_contig_89409	high	71.22	28936	46	FALSE	Caudovirales	Podoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	3	FALSE	TRUE
WUA_VD32_contig_103551	circular	100	45390	57	FALSE	Caudovirales	Podoviridae	Bpp1virus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD32_contig_16634	high	71.63	26262	33	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VD32_contig_24152	high	100	38545	70	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD32_contig_24171	high	48.76	46922	61	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	FALSE	TRUE
WUA_VD32_contig_33682	high	94.73	33841	52	TRUE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax guangxiensis	1	FALSE	TRUE
WUA_VD32_contig_42627	high	60.2	13912	17	FALSE	Caudovirales	Podoviridae	Phi29virus	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus	Unclassified	2	FALSE	TRUE
WUA_VD32_contig_518	high	100	53517	84	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD32_contig_54511	high	100	47349	69	FALSE	Caudovirales	Myoviridae	Cvm10virus	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD32_contig_65977	circular	91.03	56848	80	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD33_contig_110884	high	60.97	41520	80	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD33_contig_114699	circular	100	186717	280	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD33_contig_114725	circular	100	42168	78	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD33_contig_14438	circular	100	214745	269	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Unclassified	1	FALSE	TRUE
WUA_VD33_contig_34752	circular	100	41670	68	FALSE	Caudovirales	Siphoviridae	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	1	FALSE	TRUE
WUA_VD33_contig_56311	high	100	77750	111	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD33_contig_65193	high	100	45512	70	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_101867	high	100	40350	71	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Curtobacterium	Curtobacterium sp003234795	1	FALSE	TRUE
WUA_VD34_contig_120040	high	100	56194	94	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_120657	high	79.47	32751	46	FALSE	Unclassified	Unclassified	Unclassified	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus	Unclassified	2	FALSE	TRUE
WUA_VD34_contig_126516	circular	100	335613	548	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_127138	circular	100	38600	63	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_127979	circular	100	51327	66	FALSE	Caudovirales	Podoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_128531	circular	100	49390	79	FALSE	Caudovirales	Myoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_128846	circular	100	41218	56	FALSE	Caudovirales	Podoviridae	Unclassified	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Arsenophonus	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_13495	high	96.57	40758	71	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_26184	circular	100	59300	90	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_35186	high	96.02	80339	125	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_49521	high	97.17	41540	60	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_65645	circular	100	50474	68	FALSE	Caudovirales	Myoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VD34_contig_72129	high	13.1	41359	34	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_74801	high	89.8	87920	109	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD34_contig_82406	circular	100	44714	59	FALSE	Caudovirales	Podoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD35_contig_107936	high	100	44063	63	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD35_contig_109604	circular	79.61	38425	50	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VD35_contig_112413	circular	100	52334	78	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD35_contig_21061	circular	99.99	102556	129	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD35_contig_67651	high	100	45590	64	FALSE	Caudovirales	Podoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD35_contig_76270	high	69.53	56127	81	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	2	FALSE	TRUE
WUA_VD35_contig_8295	circular	100	57552	92	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	1	FALSE	TRUE
WUA_VD35_contig_90555	high	89.05	42858	61	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD36_contig_101255	circular	100	46777	71	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD36_contig_101920	high	34.48	23812	42	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Curtobacterium	Curtobacterium sp002412165	2	FALSE	TRUE
WUA_VD36_contig_113761	high	99.96	43840	59	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VD36_contig_125120	circular	77.62	68318	110	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	FALSE	TRUE
WUA_VD36_contig_125387	circular	100	49499	74	FALSE	Caudovirales	Myoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
